incident_id,channel,segment,start_time,end_time,duration_sec,n_events,peak_anomaly_score,mean_anomaly_score,spacecraft_incident_id
CADC0872_1990_003,CADC0872,1990,2022-01-27T10:09:56.000000Z,2022-01-27T10:10:56.000000Z,60.0,5,0.4071785492589647,0.3510283994842184,219
CADC0872_1991_002,CADC0872,1991,2022-01-27T10:12:26.000000Z,2022-01-27T10:12:31.000000Z,5.0,2,0.4650492690201387,0.3857252731246411,220
CADC0872_1992_002,CADC0872,1992,2022-01-27T10:37:38.000000Z,2022-01-27T10:37:38.000000Z,0.0,1,0.3127114722471651,0.3127114722471651,228
CADC0872_1993_002,CADC0872,1993,2022-01-27T10:53:33.000000Z,2022-01-27T10:53:53.000000Z,20.0,2,0.3804103236205688,0.3462220119322571,229
CADC0872_1993_003,CADC0872,1993,2022-01-27T10:55:13.000000Z,2022-01-27T10:55:42.000000Z,29.0,4,0.3676152735527914,0.3348174992307501,230
CADC0872_1995_002,CADC0872,1995,2022-01-27T11:15:00.000000Z,2022-01-27T11:15:00.000000Z,0.0,1,0.4255016499725197,0.4255016499725197,231
CADC0872_1995_003,CADC0872,1995,2022-01-27T11:16:55.000000Z,2022-01-27T11:17:05.000000Z,10.0,2,0.3412410490335826,0.32536459407287316,232
CADC0872_1996_002,CADC0872,1996,2022-01-27T11:18:20.000000Z,2022-01-27T11:21:45.000000Z,205.0,12,1.0,0.6442870214065897,233
CADC0872_1997_002,CADC0872,1997,2022-01-27T13:07:06.000000Z,2022-01-27T13:07:31.000000Z,25.0,6,0.5070254386819468,0.45305376401877134,234
CADC0872_1997_003,CADC0872,1997,2022-01-27T13:09:31.000000Z,2022-01-27T13:12:01.000000Z,150.0,25,0.88,0.39871672482228443,235
CADC0872_1998_002,CADC0872,1998,2022-01-27T13:12:06.000000Z,2022-01-27T13:12:06.000000Z,0.0,1,0.7067476817185516,0.7067476817185516,236
CADC0872_1999_002,CADC0872,1999,2022-01-27T13:34:36.000000Z,2022-01-27T13:34:36.000000Z,0.0,1,0.3543224402933101,0.3543224402933101,237
CADC0872_1999_003,CADC0872,1999,2022-01-27T13:36:46.000000Z,2022-01-27T13:37:41.000000Z,55.0,2,0.320118610748219,0.310507759132976,238
CADC0872_2000_002,CADC0872,2000,2022-01-27T15:04:21.000000Z,2022-01-27T15:09:21.000000Z,300.0,29,1.0,0.42224312851294676,241
CADC0872_2002_002,CADC0872,2002,2022-01-27T15:20:11.000000Z,2022-01-27T15:20:11.000000Z,0.0,1,0.3030145491274182,0.3030145491274182,242
CADC0872_2004_002,CADC0872,2004,2022-01-27T16:03:13.000000Z,2022-01-27T16:03:18.000000Z,5.0,2,0.3199079695426327,0.3188939475252236,243
CADC0872_2006_002,CADC0872,2006,2022-01-27T16:12:08.000000Z,2022-01-27T16:12:08.000000Z,0.0,1,0.3965697083493771,0.3965697083493771,244
CADC0872_2007_002,CADC0872,2007,2022-01-27T16:14:38.000000Z,2022-01-27T16:17:43.000000Z,185.0,17,0.6330492690201388,0.36192027139800625,245
CADC0872_2007_003,CADC0872,2007,2022-01-27T16:19:28.000000Z,2022-01-27T16:19:28.000000Z,0.0,1,0.9413237946409834,0.9413237946409834,246
CADC0872_2008_002,CADC0872,2008,2022-01-27T16:31:48.000000Z,2022-01-27T16:35:38.000000Z,230.0,24,1.0,0.36902633742283286,247
CADC0872_2009_002,CADC0872,2009,2022-01-27T16:35:53.000000Z,2022-01-27T16:35:53.000000Z,0.0,1,0.3059222848931546,0.3059222848931546,248
CADC0872_2011_002,CADC0872,2011,2022-01-27T16:46:33.000000Z,2022-01-27T16:46:33.000000Z,0.0,1,0.3080761355801811,0.3080761355801811,250
CADC0872_2012_002,CADC0872,2012,2022-01-27T17:03:13.000000Z,2022-01-27T17:03:38.000000Z,25.0,2,0.341236779782715,0.3348909198494029,251
CADC0872_2013_002,CADC0872,2013,2022-01-27T17:14:28.000000Z,2022-01-27T17:18:18.000000Z,230.0,28,1.0,0.4618278705309456,252
CADC0872_2017_002,CADC0872,2017,2022-01-27T17:33:18.000000Z,2022-01-27T17:33:18.000000Z,0.0,1,0.3108835635554503,0.3108835635554503,253
CADC0872_2017_003,CADC0872,2017,2022-01-27T17:34:28.000000Z,2022-01-27T17:34:48.000000Z,20.0,4,0.85,0.4627899984966092,254
CADC0872_2018_002,CADC0872,2018,2022-01-27T17:35:03.000000Z,2022-01-27T17:35:03.000000Z,0.0,1,0.6336087928296626,0.6336087928296626,255
CADC0872_2018_003,CADC0872,2018,2022-01-27T17:36:53.000000Z,2022-01-27T17:37:48.000000Z,55.0,4,0.3087413128121624,0.3045744433614369,256
CADC0872_2018_004,CADC0872,2018,2022-01-27T17:38:58.000000Z,2022-01-27T17:38:58.000000Z,0.0,1,0.3261205645188543,0.3261205645188543,257
CADC0872_2020_002,CADC0872,2020,2022-01-27T17:42:58.000000Z,2022-01-27T17:42:58.000000Z,0.0,1,0.301562114479022,0.301562114479022,258
CADC0872_2020_003,CADC0872,2020,2022-01-27T17:44:53.000000Z,2022-01-27T17:44:53.000000Z,0.0,1,0.3022230736972866,0.3022230736972866,259
CADC0872_2022_002,CADC0872,2022,2022-01-27T18:07:00.000000Z,2022-01-27T18:10:50.000000Z,230.0,18,1.0,0.5436217891283561,261
CADC0872_2023_002,CADC0872,2023,2022-01-27T18:13:05.000000Z,2022-01-27T18:13:10.000000Z,5.0,2,0.3193044860331626,0.3143414903847429,262
CADC0872_2025_002,CADC0872,2025,2022-01-27T18:19:15.000000Z,2022-01-27T18:19:15.000000Z,0.0,1,0.4892864682008865,0.4892864682008865,263
CADC0872_2026_002,CADC0872,2026,2022-01-27T18:50:45.000000Z,2022-01-27T18:53:45.000000Z,180.0,29,1.0,0.4076734995253137,264
CADC0872_2027_002,CADC0872,2027,2022-01-27T18:56:15.000000Z,2022-01-27T18:56:15.000000Z,0.0,1,0.3698862102683179,0.3698862102683179,265
CADC0872_2029_002,CADC0872,2029,2022-01-27T19:04:05.000000Z,2022-01-27T19:04:05.000000Z,0.0,1,0.3003056575688467,0.3003056575688467,267
CADC0872_2032_002,CADC0872,2032,2022-01-27T19:14:00.000000Z,2022-01-27T19:14:00.000000Z,0.0,1,0.3244891069599768,0.3244891069599768,271
CADC0872_2033_002,CADC0872,2033,2022-01-27T20:26:20.000000Z,2022-01-27T20:26:20.000000Z,0.0,1,0.4060176989641783,0.4060176989641783,275
CADC0872_2033_003,CADC0872,2033,2022-01-27T20:28:10.000000Z,2022-01-27T20:28:10.000000Z,0.0,1,0.3784061948825462,0.3784061948825462,276
CADC0872_2035_002,CADC0872,2035,2022-01-27T20:33:50.000000Z,2022-01-27T20:33:50.000000Z,0.0,1,0.4470214912423611,0.4470214912423611,278
CADC0872_2035_003,CADC0872,2035,2022-01-27T20:35:50.000000Z,2022-01-27T20:35:50.000000Z,0.0,1,0.3466147051933595,0.3466147051933595,279
CADC0872_2036_002,CADC0872,2036,2022-01-27T20:37:55.000000Z,2022-01-27T20:37:55.000000Z,0.0,1,0.3040210365016603,0.3040210365016603,280
CADC0872_2036_003,CADC0872,2036,2022-01-27T20:39:30.000000Z,2022-01-27T20:40:15.000000Z,45.0,2,0.3108893073241951,0.3087596877245118,281
CADC0872_2038_002,CADC0872,2038,2022-01-27T20:47:25.000000Z,2022-01-27T20:47:25.000000Z,0.0,1,0.3218814616061247,0.3218814616061247,283
CADC0872_2040_002,CADC0872,2040,2022-01-27T20:53:16.000000Z,2022-01-27T20:53:16.000000Z,0.0,1,0.4992418320188073,0.4992418320188073,284
CADC0872_2040_003,CADC0872,2040,2022-01-27T20:55:26.000000Z,2022-01-27T20:55:36.000000Z,10.0,3,0.5061752176588454,0.4280326064569962,286
CADC0872_2041_002,CADC0872,2041,2022-01-27T20:57:26.000000Z,2022-01-27T20:58:56.000000Z,90.0,3,0.581634406105276,0.40028711556730784,287
CADC0872_2042_002,CADC0872,2042,2022-01-27T21:02:46.000000Z,2022-01-27T21:03:36.000000Z,50.0,6,0.4705821768524628,0.38271455547856364,288
CADC0872_2042_003,CADC0872,2042,2022-01-27T21:04:51.000000Z,2022-01-27T21:04:51.000000Z,0.0,1,0.4232032789105673,0.4232032789105673,289
CADC0872_2043_002,CADC0872,2043,2022-01-27T21:05:01.000000Z,2022-01-27T21:05:01.000000Z,0.0,1,0.3852119674328373,0.3852119674328373,290
CADC0872_2044_002,CADC0872,2044,2022-01-27T21:08:46.000000Z,2022-01-27T21:08:46.000000Z,0.0,1,0.5380093630085271,0.5380093630085271,291
CADC0872_2044_003,CADC0872,2044,2022-01-27T21:10:31.000000Z,2022-01-27T21:10:31.000000Z,0.0,1,0.3217608647991438,0.3217608647991438,292
CADC0872_2045_002,CADC0872,2045,2022-01-27T21:14:41.000000Z,2022-01-27T21:14:46.000000Z,5.0,2,0.3638824900706078,0.34212500573663696,294
CADC0872_2046_002,CADC0872,2046,2022-01-27T21:16:36.000000Z,2022-01-27T21:16:36.000000Z,0.0,1,0.3887159356868054,0.3887159356868054,295
CADC0872_2052_002,CADC0872,2052,2022-01-27T21:46:00.000000Z,2022-01-27T21:46:00.000000Z,0.0,1,0.3256030942929782,0.3256030942929782,300
CADC0872_2053_002,CADC0872,2053,2022-01-27T21:47:55.000000Z,2022-01-27T21:51:35.000000Z,220.0,20,1.0,0.4591961106726809,301
CADC0872_2054_002,CADC0872,2054,2022-01-27T21:53:35.000000Z,2022-01-27T21:53:35.000000Z,0.0,1,0.3130655824956778,0.3130655824956778,303
CADC0872_2055_002,CADC0872,2055,2022-01-27T21:58:15.000000Z,2022-01-27T21:58:15.000000Z,0.0,1,0.3328123062112402,0.3328123062112402,305
CADC0872_2056_002,CADC0872,2056,2022-01-27T22:00:25.000000Z,2022-01-27T22:00:25.000000Z,0.0,1,0.3167040309249008,0.3167040309249008,306
CADC0872_2057_002,CADC0872,2057,2022-01-27T22:06:05.000000Z,2022-01-27T22:06:05.000000Z,0.0,1,0.3754500977643142,0.3754500977643142,307
CADC0872_2058_002,CADC0872,2058,2022-01-27T22:12:36.000000Z,2022-01-27T22:13:31.000000Z,55.0,3,0.3211352827196766,0.3087758754935443,309
CADC0872_2058_003,CADC0872,2058,2022-01-27T22:14:51.000000Z,2022-01-27T22:15:06.000000Z,15.0,3,0.3124396925087017,0.30945511676899934,310
CADC0872_2058_004,CADC0872,2058,2022-01-27T22:16:12.000000Z,2022-01-27T22:16:42.000000Z,30.0,3,0.7319472088664705,0.45979847031205295,311
CADC0872_2059_002,CADC0872,2059,2022-01-27T22:16:57.000000Z,2022-01-27T22:16:57.000000Z,0.0,1,0.3116795831504529,0.3116795831504529,312
CADC0872_2060_002,CADC0872,2060,2022-01-27T22:21:23.000000Z,2022-01-27T22:21:23.000000Z,0.0,1,0.3661683166391865,0.3661683166391865,313
CADC0872_2060_003,CADC0872,2060,2022-01-27T22:23:23.000000Z,2022-01-27T22:23:23.000000Z,0.0,1,0.3976023472015601,0.3976023472015601,314
CADC0872_2062_002,CADC0872,2062,2022-01-27T22:31:28.000000Z,2022-01-27T22:31:33.000000Z,5.0,2,0.4104325268773137,0.389662249062374,315
CADC0872_2062_003,CADC0872,2062,2022-01-27T22:33:33.000000Z,2022-01-27T22:33:33.000000Z,0.0,1,0.4499844019039279,0.4499844019039279,316
CADC0872_2063_002,CADC0872,2063,2022-01-27T22:33:43.000000Z,2022-01-27T22:33:43.000000Z,0.0,1,0.3454976197140464,0.3454976197140464,317
CADC0872_2064_002,CADC0872,2064,2022-01-27T22:39:03.000000Z,2022-01-27T22:39:23.000000Z,20.0,3,0.3062635147551169,0.30495428485483056,319
CADC0872_2065_002,CADC0872,2065,2022-01-27T22:41:23.000000Z,2022-01-27T22:41:23.000000Z,0.0,1,0.6867476817185515,0.6867476817185515,321
CADC0872_2065_003,CADC0872,2065,2022-01-27T22:43:18.000000Z,2022-01-27T22:45:28.000000Z,130.0,12,1.0,0.5436680149037072,322
CADC0872_2065_004,CADC0872,2065,2022-01-27T22:47:03.000000Z,2022-01-27T22:47:03.000000Z,0.0,1,0.4094414959682017,0.4094414959682017,324
CADC0872_2066_002,CADC0872,2066,2022-01-28T01:46:25.000000Z,2022-01-28T01:52:29.000000Z,364.0,33,0.878565686775932,0.5855593852764458,331
CADC0872_2067_002,CADC0872,2067,2022-01-28T01:54:04.000000Z,2022-01-28T01:54:25.000000Z,21.0,2,0.3526159468685672,0.3515979719308928,332
CADC0872_2067_003,CADC0872,2067,2022-01-28T01:56:35.000000Z,2022-01-28T01:56:35.000000Z,0.0,1,0.3300653047303705,0.3300653047303705,334
CADC0872_2068_002,CADC0872,2068,2022-01-28T01:56:50.000000Z,2022-01-28T01:57:20.000000Z,30.0,4,0.6867476817185515,0.4298288901516264,335
CADC0872_2068_003,CADC0872,2068,2022-01-28T02:00:35.000000Z,2022-01-28T02:00:35.000000Z,0.0,1,0.99,0.99,336
CADC0872_2069_002,CADC0872,2069,2022-01-28T12:57:55.000000Z,2022-01-28T13:02:05.000000Z,250.0,24,0.8910821031215213,0.3706890827923872,357
CADC0872_2070_002,CADC0872,2070,2022-01-28T13:18:01.000000Z,2022-01-28T13:23:17.000000Z,316.0,27,1.0,0.47148609300995203,358
CADC0872_2071_002,CADC0872,2071,2022-01-28T13:23:27.000000Z,2022-01-28T13:25:27.000000Z,120.0,11,0.6827397452106149,0.36871022541850834,359
CADC0872_2071_003,CADC0872,2071,2022-01-28T13:26:32.000000Z,2022-01-28T13:27:27.000000Z,55.0,10,1.0,0.4583066848509835,360
CADC0872_2072_002,CADC0872,2072,2022-01-28T13:47:17.000000Z,2022-01-28T13:47:52.000000Z,35.0,8,1.0,0.5436611446282599,361
CADC0872_2072_003,CADC0872,2072,2022-01-28T13:48:57.000000Z,2022-01-28T13:51:17.000000Z,140.0,13,0.3505799969932184,0.3163244068314951,362
CADC0872_2073_002,CADC0872,2073,2022-01-28T14:34:03.000000Z,2022-01-28T14:38:28.000000Z,265.0,26,1.0,0.4085677295452091,363
CADC0872_2079_002,CADC0872,2079,2022-01-29T02:10:18.000000Z,2022-01-29T02:10:18.000000Z,0.0,1,0.3161098272642391,0.3161098272642391,422
CADC0872_2081_002,CADC0872,2081,2022-01-29T02:13:18.000000Z,2022-01-29T02:13:18.000000Z,0.0,1,0.432873544267307,0.432873544267307,423
CADC0872_2082_002,CADC0872,2082,2022-01-29T02:13:58.000000Z,2022-01-29T02:13:58.000000Z,0.0,1,0.3413151420360119,0.3413151420360119,424
CADC0872_2083_002,CADC0872,2083,2022-01-29T02:16:03.000000Z,2022-01-29T02:16:03.000000Z,0.0,1,0.4426510268387544,0.4426510268387544,425
CADC0872_2084_002,CADC0872,2084,2022-01-29T02:24:23.000000Z,2022-01-29T02:25:48.000000Z,85.0,14,1.0,0.4176563238349024,427
CADC0872_2085_002,CADC0872,2085,2022-01-29T02:25:53.000000Z,2022-01-29T02:26:38.000000Z,45.0,2,0.3241390872922732,0.31262709132147204,428
CADC0872_2087_002,CADC0872,2087,2022-01-29T02:33:43.000000Z,2022-01-29T02:33:43.000000Z,0.0,1,0.3038671332073759,0.3038671332073759,431
CADC0872_2090_002,CADC0872,2090,2022-01-29T02:37:13.000000Z,2022-01-29T02:37:53.000000Z,40.0,3,1.0,0.7644703480953504,432
CADC0872_2094_002,CADC0872,2094,2022-01-29T02:42:38.000000Z,2022-01-29T02:42:38.000000Z,0.0,1,0.6444659356868055,0.6444659356868055,434
CADC0872_2102_002,CADC0872,2102,2022-01-29T03:01:03.000000Z,2022-01-29T03:02:48.000000Z,105.0,14,0.792600416599795,0.557101871137056,435
CADC0872_2103_002,CADC0872,2103,2022-01-29T03:03:38.000000Z,2022-01-29T03:04:18.000000Z,40.0,3,1.0,0.8648259468162367,436
CADC0872_2105_002,CADC0872,2105,2022-01-29T04:27:03.000000Z,2022-01-29T04:27:03.000000Z,0.0,1,0.3296706509062266,0.3296706509062266,441
CADC0872_2106_002,CADC0872,2106,2022-01-29T04:28:28.000000Z,2022-01-29T04:29:45.000000Z,77.0,15,1.0,0.5606810325652583,442
CADC0872_2108_002,CADC0872,2108,2022-01-29T04:31:35.000000Z,2022-01-29T04:31:35.000000Z,0.0,1,0.4743538748832867,0.4743538748832867,443
CADC0872_2109_002,CADC0872,2109,2022-01-29T04:32:40.000000Z,2022-01-29T04:32:40.000000Z,0.0,1,0.3545849833058532,0.3545849833058532,444
CADC0872_2110_002,CADC0872,2110,2022-01-29T11:00:47.000000Z,2022-01-29T11:00:47.000000Z,0.0,1,0.400239745210615,0.400239745210615,467
CADC0872_2111_002,CADC0872,2111,2022-01-29T11:04:02.000000Z,2022-01-29T11:04:17.000000Z,15.0,3,0.451518009408982,0.37881182631329874,468
CADC0872_2111_003,CADC0872,2111,2022-01-29T11:06:12.000000Z,2022-01-29T11:06:12.000000Z,0.0,1,0.3167955847102018,0.3167955847102018,469
CADC0872_2112_002,CADC0872,2112,2022-01-29T11:08:17.000000Z,2022-01-29T11:08:17.000000Z,0.0,1,0.30516794070003,0.30516794070003,470
CADC0872_2114_002,CADC0872,2114,2022-01-29T11:13:32.000000Z,2022-01-29T11:13:47.000000Z,15.0,2,0.320118610748219,0.3123703015912867,472
CADC0872_2115_002,CADC0872,2115,2022-01-29T11:14:42.000000Z,2022-01-29T11:17:27.000000Z,165.0,25,1.0,0.48529538090408425,473
CADC0872_2116_002,CADC0872,2116,2022-01-29T11:17:42.000000Z,2022-01-29T11:19:17.000000Z,95.0,4,0.7093776354058974,0.44178975543244314,474
CADC0872_2118_002,CADC0872,2118,2022-01-29T12:27:52.000000Z,2022-01-29T12:28:52.000000Z,60.0,3,0.4907159356868054,0.37575934546656087,490
CADC0872_2119_002,CADC0872,2119,2022-01-29T12:30:57.000000Z,2022-01-29T12:31:12.000000Z,15.0,2,0.3411062501503394,0.3298964141210129,491
CADC0872_2119_003,CADC0872,2119,2022-01-29T12:32:42.000000Z,2022-01-29T12:33:07.000000Z,25.0,2,0.4881943972262255,0.3977277167822133,492
CADC0872_2120_002,CADC0872,2120,2022-01-29T12:33:27.000000Z,2022-01-29T12:33:37.000000Z,10.0,2,0.34555701874445,0.3246861244078094,493
CADC0872_2120_003,CADC0872,2120,2022-01-29T12:36:02.000000Z,2022-01-29T12:36:02.000000Z,0.0,1,0.4208452383683271,0.4208452383683271,494
CADC0872_2122_002,CADC0872,2122,2022-01-29T12:40:22.000000Z,2022-01-29T12:40:22.000000Z,0.0,1,0.3667056939218871,0.3667056939218871,496
CADC0872_2123_002,CADC0872,2123,2022-01-29T12:41:57.000000Z,2022-01-29T12:44:17.000000Z,140.0,13,1.0,0.44883128986617327,497
CADC0873_443_002,CADC0873,443,2022-06-01T23:44:02.000000Z,2022-06-01T23:48:51.000000Z,289.0,289,0.993809113789906,0.4293207131170512,594
CADC0873_444_002,CADC0873,444,2022-06-01T23:48:56.000000Z,2022-06-01T23:57:16.000000Z,500.0,446,1.0,0.43985272001401143,598
CADC0873_445_002,CADC0873,445,2022-06-01T23:57:19.000000Z,2022-06-02T00:01:31.000000Z,252.0,189,0.4323505315396884,0.3619542114359689,603
CADC0873_446_002,CADC0873,446,2022-06-02T00:01:33.000000Z,2022-06-02T00:06:37.000000Z,304.0,306,1.0,0.45559409370359755,606
CADC0873_447_002,CADC0873,447,2022-06-02T00:06:40.000000Z,2022-06-02T00:11:03.000000Z,263.0,264,1.0,0.4839488157959724,610
CADC0873_448_002,CADC0873,448,2022-06-02T00:11:05.000000Z,2022-06-02T00:15:16.000000Z,251.0,167,0.416261262490222,0.3658655799829687,614
CADC0873_449_002,CADC0873,449,2022-06-02T00:15:18.000000Z,2022-06-02T00:19:41.000000Z,263.0,205,0.7051004453940228,0.37916532253868307,616
CADC0873_450_002,CADC0873,450,2022-06-02T00:19:44.000000Z,2022-06-02T00:27:56.000000Z,492.0,462,1.0,0.4184389764648451,619
CADC0873_451_002,CADC0873,451,2022-06-02T00:28:00.000000Z,2022-06-02T00:32:28.000000Z,268.0,269,1.0,0.46545642207020566,624
CADC0873_452_002,CADC0873,452,2022-06-02T00:32:35.000000Z,2022-06-02T00:36:49.000000Z,254.0,240,0.7430774100377852,0.39640483618385064,626
CADC0873_453_002,CADC0873,453,2022-06-02T00:36:54.000000Z,2022-06-02T00:45:39.000000Z,525.0,526,0.7090854423171984,0.4527351119940831,629
CADC0873_454_002,CADC0873,454,2022-06-02T00:45:41.000000Z,2022-06-02T00:50:31.000000Z,290.0,172,0.3827072355989487,0.36879782185552396,634
CADC0873_455_002,CADC0873,455,2022-06-02T00:50:35.000000Z,2022-06-02T00:54:19.000000Z,224.0,197,0.4004723750478308,0.3686972504522023,638
CADC0873_456_002,CADC0873,456,2022-06-02T00:54:27.000000Z,2022-06-02T00:58:10.000000Z,223.0,218,0.3724512454495211,0.37068447104625407,641
CADC0873_457_002,CADC0873,457,2022-06-02T00:58:11.000000Z,2022-06-02T01:02:01.000000Z,230.0,231,1.0,0.40539316272514514,643
CADC0873_458_002,CADC0873,458,2022-06-02T01:02:08.000000Z,2022-06-02T01:05:41.000000Z,213.0,213,0.5785667243662154,0.3719390898697564,645
CADC0873_459_002,CADC0873,459,2022-06-02T01:05:46.000000Z,2022-06-02T01:09:09.000000Z,203.0,204,0.3787041960841213,0.371838546186847,648
CADC0873_460_002,CADC0873,460,2022-06-02T01:09:11.000000Z,2022-06-02T01:13:25.000000Z,254.0,253,0.3724512454495211,0.37202448535973087,650
CADC0873_461_002,CADC0873,461,2022-06-02T01:13:27.000000Z,2022-06-02T01:17:10.000000Z,223.0,224,0.3724512454495211,0.37231451796345766,655
CADC0873_462_002,CADC0873,462,2022-06-02T01:17:12.000000Z,2022-06-02T01:20:46.000000Z,214.0,212,0.3724512454495211,0.37243370718109114,657
CADC0873_463_002,CADC0873,463,2022-06-02T01:20:49.000000Z,2022-06-02T01:24:10.000000Z,201.0,202,0.98,0.3862527477676622,660
CADC0873_464_002,CADC0873,464,2022-06-02T01:24:13.000000Z,2022-06-02T01:29:04.000000Z,291.0,292,1.0,0.4018434309869628,662
CADC0873_465_002,CADC0873,465,2022-06-02T01:29:09.000000Z,2022-06-02T01:33:06.000000Z,237.0,238,1.0,0.41181872324762675,665
CADC0873_466_002,CADC0873,466,2022-06-02T01:33:11.000000Z,2022-06-02T01:36:38.000000Z,207.0,205,1.0,0.40672835204662167,668
CADC0873_467_002,CADC0873,467,2022-06-02T01:36:42.000000Z,2022-06-02T01:40:29.000000Z,227.0,228,1.0,0.4460790047412165,670
CADC0873_468_002,CADC0873,468,2022-06-02T01:40:32.000000Z,2022-06-02T01:43:55.000000Z,203.0,204,1.0,0.38604686575725694,672
CADC0873_469_002,CADC0873,469,2022-06-02T01:43:56.000000Z,2022-06-02T01:47:25.000000Z,209.0,195,0.3865702563523815,0.3675280067976766,677
CADC0873_470_002,CADC0873,470,2022-06-02T01:47:27.000000Z,2022-06-02T01:50:50.000000Z,203.0,195,0.387364373246154,0.3675230016387652,679
CADC0873_471_002,CADC0873,471,2022-06-02T01:51:05.000000Z,2022-06-02T01:53:56.000000Z,171.0,170,0.3724512454495211,0.37127037389523254,682
CADC0873_472_002,CADC0873,472,2022-06-02T01:54:01.000000Z,2022-06-02T01:57:26.000000Z,205.0,199,0.3724512454495211,0.37103213742434715,684
CADC0873_473_002,CADC0873,473,2022-06-02T01:57:34.000000Z,2022-06-02T02:01:19.000000Z,225.0,226,1.0,0.4695594305377054,686
CADC0873_474_002,CADC0873,474,2022-06-02T02:01:26.000000Z,2022-06-02T02:04:21.000000Z,175.0,176,1.0,0.44082900621965493,689
CADC0873_475_002,CADC0873,475,2022-06-02T02:04:27.000000Z,2022-06-02T02:07:43.000000Z,196.0,197,1.0,0.4260562070472712,691
CADC0873_476_002,CADC0873,476,2022-06-02T02:07:48.000000Z,2022-06-02T02:11:16.000000Z,208.0,185,0.71,0.38474388299447465,693
CADC0873_477_002,CADC0873,477,2022-06-02T02:11:20.000000Z,2022-06-02T02:15:09.000000Z,229.0,183,0.4516589777775655,0.3722321753660682,696
CADC0873_478_002,CADC0873,478,2022-06-02T02:15:13.000000Z,2022-06-02T02:18:08.000000Z,175.0,168,0.6745045486110648,0.4022678696505166,699
CADC0873_479_002,CADC0873,479,2022-06-02T02:18:13.000000Z,2022-06-02T02:21:54.000000Z,221.0,142,0.3914212592638631,0.36701551185219,701
CADC0873_480_002,CADC0873,480,2022-06-02T02:22:09.000000Z,2022-06-02T02:25:16.000000Z,187.0,121,0.3912816848492514,0.36704153327119965,704
CADC0873_481_002,CADC0873,481,2022-06-02T02:25:18.000000Z,2022-06-02T02:28:40.000000Z,202.0,106,0.3829078208160091,0.3676488192025881,705
CADC0873_482_002,CADC0873,482,2022-06-02T02:28:43.000000Z,2022-06-02T02:32:00.000000Z,197.0,120,0.3989140409612268,0.3676940071537996,707
CADC0873_483_002,CADC0873,483,2022-06-02T02:32:03.000000Z,2022-06-02T02:35:16.000000Z,193.0,120,0.4450424984127378,0.3713011933657916,708
CADC0873_484_002,CADC0873,484,2022-06-02T02:35:18.000000Z,2022-06-02T02:38:16.000000Z,178.0,180,0.7623444086463061,0.4431083176336428,711
CADC0873_485_002,CADC0873,485,2022-06-02T02:38:19.000000Z,2022-06-02T02:41:39.000000Z,200.0,152,0.4059180167874808,0.3696158959736288,713
CADC0873_486_002,CADC0873,486,2022-06-02T02:41:40.000000Z,2022-06-02T02:44:41.000000Z,181.0,159,0.4184627351054825,0.36830003985190474,714
CADC0873_487_002,CADC0873,487,2022-06-02T02:44:46.000000Z,2022-06-02T02:47:56.000000Z,190.0,164,0.4328209253763242,0.3681192052896774,717
CADC0873_488_002,CADC0873,488,2022-06-02T02:48:05.000000Z,2022-06-02T02:51:20.000000Z,195.0,146,0.3724512454495211,0.3707948563690871,719
CADC0873_489_002,CADC0873,489,2022-06-02T02:51:25.000000Z,2022-06-02T02:54:39.000000Z,194.0,179,0.3724512454495211,0.371061502811888,720
CADC0873_490_002,CADC0873,490,2022-06-02T02:54:41.000000Z,2022-06-02T02:57:41.000000Z,180.0,180,0.3724512454495211,0.3723609384182827,723
CADC0873_491_002,CADC0873,491,2022-06-02T02:57:43.000000Z,2022-06-02T03:01:03.000000Z,200.0,199,0.3724512454495211,0.37228177408366536,725
CADC0873_492_002,CADC0873,492,2022-06-02T03:01:05.000000Z,2022-06-02T03:04:57.000000Z,232.0,223,0.4035082246134008,0.370248966883404,728
CADC0873_493_002,CADC0873,493,2022-06-02T03:04:59.000000Z,2022-06-02T03:07:43.000000Z,164.0,165,0.3724512454495211,0.3724287114319021,731
CADC0873_494_002,CADC0873,494,2022-06-02T03:07:45.000000Z,2022-06-02T03:11:16.000000Z,211.0,182,0.4932649859811441,0.3703865379800525,733
CADC0873_495_002,CADC0873,495,2022-06-02T03:11:17.000000Z,2022-06-02T03:14:37.000000Z,200.0,191,1.0,0.4511679898914443,735
CADC0873_496_002,CADC0873,496,2022-06-02T03:14:39.000000Z,2022-06-02T03:17:36.000000Z,177.0,174,0.3767172095551951,0.36840266106918185,738
CADC0873_497_002,CADC0873,497,2022-06-02T03:17:38.000000Z,2022-06-02T03:20:44.000000Z,186.0,184,0.3787626352091868,0.3682093719537257,741
CADC0873_498_002,CADC0873,498,2022-06-02T03:20:49.000000Z,2022-06-02T03:23:55.000000Z,186.0,182,0.9438091137899058,0.39386829915862914,743
CADC0873_499_002,CADC0873,499,2022-06-02T03:24:02.000000Z,2022-06-02T03:26:53.000000Z,171.0,163,0.3724512454495211,0.3707441270453488,747
CADC0873_500_002,CADC0873,500,2022-06-02T03:26:56.000000Z,2022-06-02T03:30:01.000000Z,185.0,184,0.378602032116657,0.37217743065427245,749
CADC0873_501_002,CADC0873,501,2022-06-02T03:30:05.000000Z,2022-06-02T03:33:15.000000Z,190.0,191,1.0,0.39539857860764827,751
