spacecraft_incident_id,start_time,end_time,duration_sec,channels_affected,n_channels_affected,n_events_total,peak_anomaly_score,mean_anomaly_score,segments_affected
415,2022-01-29T01:54:18.000000Z,2022-01-29T01:54:23.000000Z,5.0,CADC0894,1,2,0.5107111221360714,0.40587341821089284,1133
416,2022-01-29T01:57:43.000000Z,2022-01-29T01:58:28.000000Z,45.0,CADC0894,1,3,0.64,0.5366259296009126,1134
417,2022-01-29T02:00:33.000000Z,2022-01-29T02:01:03.000000Z,30.0,CADC0894,1,3,0.7786111111111111,0.5301193158442989,1134
421,2022-01-29T02:08:28.000000Z,2022-01-29T02:08:33.000000Z,5.0,CADC0894,1,2,0.642795238095238,0.4853559523809523,1137
422,2022-01-29T02:10:18.000000Z,2022-01-29T02:11:33.000000Z,75.0,CADC0872|CADC0873,2,3,0.3487472851988684,0.33653226263868824,1451|2079
423,2022-01-29T02:12:33.000000Z,2022-01-29T02:13:18.000000Z,45.0,CADC0872|CADC0874|CADC0894,3,3,0.5162857142857142,0.4351475796526894,761|1138|2081
427,2022-01-29T02:23:48.000000Z,2022-01-29T02:25:48.000000Z,120.0,CADC0872|CADC0894,2,16,1.0,0.41485032502220626,1141|2084
428,2022-01-29T02:25:53.000000Z,2022-01-29T02:26:38.000000Z,45.0,CADC0872,1,2,0.3241390872922732,0.31262709132147204,2085
429,2022-01-29T02:27:33.000000Z,2022-01-29T02:28:18.000000Z,45.0,CADC0873|CADC0894,2,2,0.3637033483819591,0.34272072181002716,1142|1459
431,2022-01-29T02:33:43.000000Z,2022-01-29T02:34:03.000000Z,20.0,CADC0872|CADC0894,2,2,0.3217380952380952,0.3128026142227356,1143|2087
432,2022-01-29T02:37:13.000000Z,2022-01-29T02:37:53.000000Z,40.0,CADC0872,1,3,1.0,0.7644703480953504,2090
434,2022-01-29T02:42:38.000000Z,2022-01-29T02:43:03.000000Z,25.0,CADC0872|CADC0894,2,2,0.6444659356868055,0.5518163011767361,1146|2094
435,2022-01-29T03:01:03.000000Z,2022-01-29T03:02:48.000000Z,105.0,CADC0872,1,14,0.792600416599795,0.557101871137056,2102
436,2022-01-29T03:03:38.000000Z,2022-01-29T03:04:18.000000Z,40.0,CADC0872,1,3,1.0,0.8648259468162367,2103
438,2022-01-29T03:45:58.000000Z,2022-01-29T03:46:03.000000Z,5.0,CADC0873,1,2,0.5,0.41000000000000003,1471
442,2022-01-29T04:28:28.000000Z,2022-01-29T04:29:45.000000Z,77.0,CADC0872,1,15,1.0,0.5606810325652583,2106
451,2022-01-29T08:31:42.000000Z,2022-01-29T08:34:42.000000Z,180.0,CADC0890,1,37,1.0,0.8626052123552125,1714
452,2022-01-29T08:47:01.000000Z,2022-01-29T08:50:58.000000Z,237.0,CADC0890,1,48,1.0,0.9287535595447158,1715
453,2022-01-29T09:35:12.000000Z,2022-01-29T09:38:52.000000Z,220.0,CADC0890,1,45,1.0,0.8575164584755042,1716
454,2022-01-29T09:47:47.000000Z,2022-01-29T09:51:52.000000Z,245.0,CADC0894,1,49,1.0,0.7840509013662076,1152
458,2022-01-29T10:27:52.000000Z,2022-01-29T10:31:17.000000Z,205.0,CADC0890,1,42,1.0,0.9104496886719355,1717
461,2022-01-29T10:36:02.000000Z,2022-01-29T10:39:57.000000Z,235.0,CADC0874|CADC0890,2,70,1.0,0.7278800868116478,768|1718
463,2022-01-29T10:51:42.000000Z,2022-01-29T10:52:22.000000Z,40.0,CADC0873|CADC0874,2,2,0.3560996074480613,0.34030386684154074,771|1502
468,2022-01-29T11:04:02.000000Z,2022-01-29T11:04:17.000000Z,15.0,CADC0872,1,3,0.451518009408982,0.37881182631329874,2111
470,2022-01-29T11:07:17.000000Z,2022-01-29T11:08:17.000000Z,60.0,CADC0872|CADC0874,2,2,0.3288663299560274,0.31701713532802867,775|2112
471,2022-01-29T11:11:17.000000Z,2022-01-29T11:11:22.000000Z,5.0,CADC0874,1,2,0.476677501622348,0.46362127476354664,776
472,2022-01-29T11:13:32.000000Z,2022-01-29T11:13:47.000000Z,15.0,CADC0872,1,2,0.320118610748219,0.3123703015912867,2114
473,2022-01-29T11:14:42.000000Z,2022-01-29T11:17:27.000000Z,165.0,CADC0872,1,25,1.0,0.48529538090408425,2115
474,2022-01-29T11:17:42.000000Z,2022-01-29T11:19:17.000000Z,95.0,CADC0872,1,4,0.7093776354058974,0.44178975543244314,2116
476,2022-01-29T11:21:52.000000Z,2022-01-29T11:24:47.000000Z,175.0,CADC0873|CADC0874|CADC0890,3,38,1.0,0.8454406142400975,778|1507|1719
483,2022-01-29T11:46:42.000000Z,2022-01-29T11:47:47.000000Z,65.0,CADC0890,1,9,0.9239335568384238,0.5255115536941377,1720
485,2022-01-29T11:50:27.000000Z,2022-01-29T11:51:47.000000Z,80.0,CADC0890,1,5,0.46,0.35000000000000003,1721
486,2022-01-29T11:53:02.000000Z,2022-01-29T11:54:12.000000Z,70.0,CADC0890,1,6,0.38,0.3499999999999999,1721
487,2022-01-29T11:54:47.000000Z,2022-01-29T11:58:02.000000Z,195.0,CADC0890,1,19,0.9239335568384238,0.5191194706126006,1722
489,2022-01-29T11:59:17.000000Z,2022-01-29T12:02:02.000000Z,165.0,CADC0890,1,34,1.0,0.8402661127318126,1723
490,2022-01-29T12:27:52.000000Z,2022-01-29T12:28:52.000000Z,60.0,CADC0872,1,3,0.4907159356868054,0.37575934546656087,2118
491,2022-01-29T12:30:57.000000Z,2022-01-29T12:31:12.000000Z,15.0,CADC0872,1,2,0.3411062501503394,0.3298964141210129,2119
492,2022-01-29T12:32:42.000000Z,2022-01-29T12:33:07.000000Z,25.0,CADC0872,1,2,0.4881943972262255,0.3977277167822133,2119
493,2022-01-29T12:33:27.000000Z,2022-01-29T12:33:37.000000Z,10.0,CADC0872|CADC0874,2,3,0.4278084691482868,0.3590602393213019,788|2120
495,2022-01-29T12:37:32.000000Z,2022-01-29T12:37:52.000000Z,20.0,CADC0874,1,3,0.3286539079106195,0.31644387918613215,789
496,2022-01-29T12:40:22.000000Z,2022-01-29T12:45:17.000000Z,295.0,CADC0872|CADC0874,2,48,1.0,0.622875144051617,790|2122
497,2022-01-29T12:41:57.000000Z,2022-01-29T12:44:17.000000Z,140.0,CADC0872|CADC0873,2,16,1.0,0.5471754230162658,1518|2123
501,2022-01-29T12:51:27.000000Z,2022-01-29T12:54:42.000000Z,195.0,CADC0890,1,40,1.0,0.9148239470326238,1724
502,2022-01-29T13:11:27.000000Z,2022-01-29T13:14:42.000000Z,195.0,CADC0890,1,36,1.0,0.7530706197683751,1725
514,2022-01-29T14:49:07.000000Z,2022-01-29T14:49:32.000000Z,25.0,CADC0894,1,3,0.3618330558330557,0.34691657416657407,1162
516,2022-01-29T14:52:57.000000Z,2022-01-29T14:53:37.000000Z,40.0,CADC0894,1,7,0.7685423881673882,0.538937184640756,1163
517,2022-01-29T14:55:47.000000Z,2022-01-29T14:56:42.000000Z,55.0,CADC0894,1,12,0.92,0.8362222222222222,1163
519,2022-01-29T15:05:07.000000Z,2022-01-29T15:07:02.000000Z,115.0,CADC0874|CADC0894,2,7,0.89,0.5608050224470377,805|1166
520,2022-01-29T15:06:27.000000Z,2022-01-29T15:06:37.000000Z,10.0,CADC0874,1,2,0.4930578294212608,0.42098580975147193,805
522,2022-01-29T15:10:37.000000Z,2022-01-29T15:10:57.000000Z,20.0,CADC0894,1,4,0.5223547619047618,0.42244576395826394,1167
525,2022-01-29T15:19:02.000000Z,2022-01-29T15:20:42.000000Z,100.0,CADC0890,1,21,1.0,0.9152802438749551,1726
526,2022-01-29T15:20:17.000000Z,2022-01-29T15:22:27.000000Z,130.0,CADC0890|CADC0894,2,22,1.0,0.8753889031708696,1170|1727
532,2022-02-05T12:58:02.000000Z,2022-02-05T12:58:32.000000Z,30.0,CADC0872,1,2,0.3030707678069183,0.3025891660753166,1798
533,2022-02-05T21:00:30.000000Z,2022-02-05T21:01:45.000000Z,75.0,CADC0872|CADC0873,2,6,0.4639313759014292,0.40027933023143936,1013|1799
534,2022-02-05T21:02:56.000000Z,2022-02-05T21:10:16.000000Z,440.0,CADC0872|CADC0873,2,63,1.0,0.5384420904191216,1013|1799
535,2022-02-05T21:03:56.000000Z,2022-02-05T21:10:16.000000Z,380.0,CADC0872,1,61,1.0,0.49927246571551154,1800
536,2022-02-05T21:11:41.000000Z,2022-02-05T21:17:31.000000Z,350.0,CADC0872|CADC0873,2,47,1.0,0.48859550791974643,1013|1800
541,2022-02-05T21:49:01.000000Z,2022-02-05T21:49:16.000000Z,15.0,CADC0872,1,2,0.30172238621011,0.30137612080235876,1802
542,2022-02-05T21:55:16.000000Z,2022-02-05T21:55:46.000000Z,30.0,CADC0872,1,2,0.3132846482185336,0.311823187976612,1803
543,2022-02-05T21:57:41.000000Z,2022-02-05T22:05:21.000000Z,460.0,CADC0872,1,33,1.0,0.36656087637693435,1803
544,2022-02-05T22:09:16.000000Z,2022-02-05T22:10:06.000000Z,50.0,CADC0872,1,10,1.0,0.4804662374151265,1803
546,2022-02-05T22:20:52.000000Z,2022-02-05T22:20:58.000000Z,6.0,CADC0873,1,2,0.4824117995263682,0.43241179952636816,1014
548,2022-02-05T22:32:58.000000Z,2022-02-05T22:44:13.000000Z,675.0,CADC0872,1,121,1.0,0.5544712606606114,1804
549,2022-02-05T22:46:23.000000Z,2022-02-05T22:47:58.000000Z,95.0,CADC0872,1,17,1.0,0.5247966053355947,1804
550,2022-02-05T23:24:48.000000Z,2022-02-05T23:25:38.000000Z,50.0,CADC0872,1,4,0.3820849833058531,0.34883167974736085,1805
552,2022-02-05T23:29:38.000000Z,2022-02-05T23:29:53.000000Z,15.0,CADC0872,1,2,0.3223133365305557,0.3171543477224952,1805
553,2022-02-05T23:31:18.000000Z,2022-02-05T23:33:04.000000Z,106.0,CADC0872,1,13,1.0,0.43782885116663856,1805
554,2022-02-05T23:38:09.000000Z,2022-02-05T23:39:04.000000Z,55.0,CADC0873,1,3,0.67,0.6273383724209012,1015
555,2022-02-05T23:47:09.000000Z,2022-02-05T23:47:34.000000Z,25.0,CADC0873,1,2,1.0,0.995,1015
556,2022-02-06T00:05:14.000000Z,2022-02-06T00:05:44.000000Z,30.0,CADC0872,1,2,0.3515564603210609,0.33775832017421015,1806
557,2022-02-06T00:12:39.000000Z,2022-02-06T00:13:34.000000Z,55.0,CADC0872,1,2,0.3065700138902363,0.3043387891169756,1807
558,2022-02-06T00:23:44.000000Z,2022-02-06T00:24:44.000000Z,60.0,CADC0872,1,4,0.325426758917325,0.31136179670549613,1808
564,2022-02-06T07:47:33.000000Z,2022-02-06T07:48:08.000000Z,35.0,CADC0873,1,2,0.96,0.7540434936629481,1025
565,2022-02-06T07:50:43.000000Z,2022-02-06T07:51:13.000000Z,30.0,CADC0873,1,6,0.5182938287697832,0.4228583231178688,1025
566,2022-02-06T18:43:23.000000Z,2022-02-06T18:43:48.000000Z,25.0,CADC0872,1,5,0.6090611737820437,0.3669624990362211,1810
567,2022-02-06T18:45:08.000000Z,2022-02-06T18:59:13.000000Z,845.0,CADC0872,1,101,1.0,0.48534961942965826,1810
568,2022-02-06T19:00:18.000000Z,2022-02-06T19:01:28.000000Z,70.0,CADC0872,1,4,1.0,0.659046735318309,1810
569,2022-02-06T19:02:23.000000Z,2022-02-06T19:13:53.000000Z,690.0,CADC0872,1,71,1.0,0.46624976403037915,1811
570,2022-02-06T19:46:18.000000Z,2022-02-06T19:51:03.000000Z,285.0,CADC0872,1,20,1.0,0.8636768233142249,1812
571,2022-02-06T19:52:23.000000Z,2022-02-06T19:53:33.000000Z,70.0,CADC0872,1,6,1.0,0.5364334445305554,1812
572,2022-02-06T19:55:28.000000Z,2022-02-06T19:55:53.000000Z,25.0,CADC0872,1,4,1.0,0.6683959927212687,1812
573,2022-02-06T19:56:58.000000Z,2022-02-06T19:57:18.000000Z,20.0,CADC0872,1,5,0.4494404817530772,0.39218555232810665,1812
576,2022-02-06T20:02:48.000000Z,2022-02-06T20:03:48.000000Z,60.0,CADC0872,1,2,0.3196161182345954,0.3118713983167689,1813
581,2022-02-09T23:26:12.000000Z,2022-02-09T23:39:47.000000Z,815.0,CADC0872,1,89,1.0,0.4110523577891514,1815
582,2022-02-09T23:41:57.000000Z,2022-02-09T23:42:27.000000Z,30.0,CADC0872,1,3,1.0,0.765025172118715,1815
586,2022-02-10T08:34:39.000000Z,2022-02-10T08:34:59.000000Z,20.0,CADC0873,1,2,1.0,1.0,1036
587,2022-02-11T08:00:45.000000Z,2022-02-11T08:01:30.000000Z,45.0,CADC0872,1,2,0.3333183408226331,0.3233254031158677,1816
588,2022-02-11T08:05:10.000000Z,2022-02-11T08:07:10.000000Z,120.0,CADC0872,1,16,0.3868572090734022,0.325722980119584,1816
590,2022-02-11T08:11:15.000000Z,2022-02-11T08:11:50.000000Z,35.0,CADC0872,1,4,0.5996976812401457,0.4122531730561214,1816
591,2022-02-11T08:12:00.000000Z,2022-02-11T08:20:45.000000Z,525.0,CADC0872,1,72,1.0,0.4225155522464729,1817
592,2022-06-01T23:40:48.000000Z,2022-06-01T23:49:46.000000Z,538.0,CADC0874|CADC0892,2,537,1.0,0.6935754636123053,238|821
593,2022-06-01T23:42:18.000000Z,2022-06-01T23:47:33.000000Z,315.0,CADC0872|CADC0888,2,281,1.0,0.4779021437293525,1|1520
594,2022-06-01T23:43:33.000000Z,2022-06-01T23:48:51.000000Z,318.0,CADC0873|CADC0888|CADC0892,3,299,0.993809113789906,0.4272030952766068,443|821|1520
595,2022-06-01T23:45:15.000000Z,2022-06-01T23:46:17.000000Z,62.0,CADC0892,1,8,0.67,0.46293077979663866,822
596,2022-06-01T23:46:17.000000Z,2022-06-01T23:46:46.000000Z,29.0,CADC0888|CADC0894,2,17,0.925,0.5678146642330029,1521|1728
597,2022-06-01T23:47:25.000000Z,2022-06-01T23:55:31.000000Z,486.0,CADC0872|CADC0888|CADC0892,3,481,1.0,0.5048244200612192,2|822|1521
598,2022-06-01T23:48:56.000000Z,2022-06-01T23:57:16.000000Z,500.0,CADC0873|CADC0874|CADC0888,3,891,1.0,0.5487527108177597,239|444|1521
599,2022-06-01T23:50:36.000000Z,2022-06-01T23:51:48.000000Z,72.0,CADC0888|CADC0894,2,13,0.7441666666666668,0.5007560844879795,1521|1728
600,2022-06-01T23:52:03.000000Z,2022-06-01T23:55:28.000000Z,205.0,CADC0888,1,16,0.87,0.5413640287155828,1522
601,2022-06-01T23:53:09.000000Z,2022-06-01T23:54:08.000000Z,59.0,CADC0892,1,5,0.5348333333333333,0.42339285714285707,823
602,2022-06-01T23:54:45.000000Z,2022-06-02T00:05:28.000000Z,643.0,CADC0872|CADC0892|CADC0894,3,606,1.0,0.49566952778859075,3|824|1729
603,2022-06-01T23:56:43.000000Z,2022-06-02T00:04:58.000000Z,495.0,CADC0873|CADC0874|CADC0888,3,603,0.6857714909766786,0.5199138658083081,240|445|1523
604,2022-06-01T23:58:03.000000Z,2022-06-01T23:58:28.000000Z,25.0,CADC0892,1,2,0.349881469979296,0.329940734989648,824
605,2022-06-02T00:00:23.000000Z,2022-06-02T00:00:55.000000Z,32.0,CADC0892|CADC0894,2,2,0.32,0.315,825|1729
606,2022-06-02T00:01:33.000000Z,2022-06-02T00:06:37.000000Z,304.0,CADC0873|CADC0888,2,308,1.0,0.45516116578903326,446|1523
607,2022-06-02T00:02:18.000000Z,2022-06-02T00:06:43.000000Z,265.0,CADC0888|CADC0894,2,42,0.883,0.47756923962426695,1524|1730
608,2022-06-02T00:04:00.000000Z,2022-06-02T00:04:31.000000Z,31.0,CADC0892,1,4,0.4642142857142856,0.38258702545578477,825
609,2022-06-02T00:04:39.000000Z,2022-06-02T00:13:56.000000Z,557.0,CADC0872|CADC0874|CADC0892,3,817,1.0,0.6390353538998984,4|241|826
610,2022-06-02T00:06:40.000000Z,2022-06-02T00:11:03.000000Z,263.0,CADC0873|CADC0888,2,272,1.0,0.484654190261357,447|1525
613,2022-06-02T00:09:08.000000Z,2022-06-02T00:14:18.000000Z,310.0,CADC0872|CADC0888|CADC0892|CADC0894,4,240,0.84,0.40948732140565347,5|827|1525|1730
614,2022-06-02T00:11:05.000000Z,2022-06-02T00:15:16.000000Z,251.0,CADC0873|CADC0888|CADC0894,3,214,0.6392857142857142,0.3721943945061205,448|1526|1731
615,2022-06-02T00:13:26.000000Z,2022-06-02T00:24:34.000000Z,668.0,CADC0872|CADC0874|CADC0892,3,778,0.965,0.5276101795158608,6|242|828
616,2022-06-02T00:14:53.000000Z,2022-06-02T00:19:41.000000Z,288.0,CADC0873|CADC0888,2,208,0.7051004453940228,0.3784406857888794,449|1526
617,2022-06-02T00:15:28.000000Z,2022-06-02T00:16:43.000000Z,75.0,CADC0888,1,6,0.85,0.5698662077069173,1527
618,2022-06-02T00:17:40.000000Z,2022-06-02T00:24:51.000000Z,431.0,CADC0872|CADC0888|CADC0892,3,335,0.9292561655718627,0.44435426514597537,7|829|1527
619,2022-06-02T00:19:33.000000Z,2022-06-02T00:27:56.000000Z,503.0,CADC0873|CADC0888|CADC0894,3,593,1.0,0.44633467591591564,450|1528|1732
621,2022-06-02T00:23:03.000000Z,2022-06-02T00:23:28.000000Z,25.0,CADC0888,1,3,0.3454040619815841,0.3226257221449542,1529
622,2022-06-02T00:24:35.000000Z,2022-06-02T00:35:00.000000Z,625.0,CADC0872|CADC0874|CADC0892,3,1035,1.0,0.5899931597921293,8|243|831
623,2022-06-02T00:25:38.000000Z,2022-06-02T00:25:48.000000Z,10.0,CADC0888,1,2,0.32,0.315,1529
624,2022-06-02T00:27:03.000000Z,2022-06-02T00:32:28.000000Z,325.0,CADC0873|CADC0888|CADC0892,3,296,1.0,0.48562422261021465,451|831|1530
625,2022-06-02T00:30:43.000000Z,2022-06-02T00:32:34.000000Z,111.0,CADC0888|CADC0892|CADC0894,3,13,0.6893708513708511,0.3780248016665523,832|1531|1733
626,2022-06-02T00:32:35.000000Z,2022-06-02T00:36:49.000000Z,254.0,CADC0873,1,240,0.7430774100377852,0.39640483618385064,452
627,2022-06-02T00:34:38.000000Z,2022-06-02T00:48:18.000000Z,820.0,CADC0872|CADC0874|CADC0888|CADC0894,4,1311,1.0,0.6161235455802179,9|244|1532|1733
628,2022-06-02T00:35:43.000000Z,2022-06-02T00:37:48.000000Z,125.0,CADC0888|CADC0892,2,6,0.5038095238095238,0.4238032215420267,833|1532
629,2022-06-02T00:36:54.000000Z,2022-06-02T00:45:39.000000Z,525.0,CADC0873|CADC0892,2,527,0.7090854423171984,0.45259601039908215,453|834
630,2022-06-02T00:38:33.000000Z,2022-06-02T00:39:28.000000Z,55.0,CADC0888,1,2,0.5446349206349207,0.424741944765616,1533
631,2022-06-02T00:40:58.000000Z,2022-06-02T00:41:46.000000Z,48.0,CADC0894,1,10,0.77,0.42699999999999994,1734
632,2022-06-02T00:42:33.000000Z,2022-06-02T00:44:13.000000Z,100.0,CADC0888|CADC0892|CADC0894,3,15,0.9,0.5096565979264207,835|1534|1734
633,2022-06-02T00:43:48.000000Z,2022-06-02T00:49:26.000000Z,338.0,CADC0872|CADC0888,2,195,0.592452380952381,0.391503253251824,10|1534
634,2022-06-02T00:45:41.000000Z,2022-06-02T00:50:31.000000Z,290.0,CADC0873|CADC0888|CADC0892,3,174,0.5093809523809524,0.36926785236512105,454|836|1534
635,2022-06-02T00:46:43.000000Z,2022-06-02T00:47:44.000000Z,61.0,CADC0888|CADC0892,2,4,0.5180714285714285,0.41577582447516004,836|1535
636,2022-06-02T00:48:19.000000Z,2022-06-02T00:56:54.000000Z,515.0,CADC0874,1,461,0.6855511112856137,0.6111261052104626,245
637,2022-06-02T00:49:30.000000Z,2022-06-02T00:53:18.000000Z,228.0,CADC0872|CADC0888|CADC0894,3,210,0.95,0.40868261757935087,11|1535|1735
638,2022-06-02T00:50:35.000000Z,2022-06-02T00:54:19.000000Z,224.0,CADC0873|CADC0888,2,198,0.4004723750478308,0.3683747843837382,455|1536
639,2022-06-02T00:51:53.000000Z,2022-06-02T00:52:23.000000Z,30.0,CADC0888,1,2,0.4566904761904762,0.40138798701298706,1536
640,2022-06-02T00:53:20.000000Z,2022-06-02T00:57:17.000000Z,237.0,CADC0872|CADC0888,2,216,0.5390003078259377,0.3902284038060476,12|1536
641,2022-06-02T00:54:27.000000Z,2022-06-02T00:58:10.000000Z,223.0,CADC0873|CADC0888|CADC0892,3,244,0.97,0.4029760391758518,456|838|1537
642,2022-06-02T00:56:55.000000Z,2022-06-02T01:05:36.000000Z,521.0,CADC0872|CADC0874,2,734,1.0,0.5928596553239026,13|246
643,2022-06-02T00:58:10.000000Z,2022-06-02T01:02:01.000000Z,231.0,CADC0873|CADC0888|CADC0894,3,236,1.0,0.4049069432458639,457|1538|1736
644,2022-06-02T01:00:42.000000Z,2022-06-02T01:04:49.000000Z,247.0,CADC0872|CADC0894,2,217,0.3982778635536078,0.3861002874077447,14|1736
645,2022-06-02T01:02:08.000000Z,2022-06-02T01:05:41.000000Z,213.0,CADC0873|CADC0888,2,227,0.98,0.3986340416198535,458|1539
646,2022-06-02T01:03:24.000000Z,2022-06-02T01:03:30.000000Z,6.0,CADC0892,1,2,0.5075,0.45491666666666664,840
647,2022-06-02T01:04:28.000000Z,2022-06-02T01:08:10.000000Z,222.0,CADC0872|CADC0888|CADC0892,3,223,1.0,0.4304226563587005,15|841|1540
648,2022-06-02T01:05:41.000000Z,2022-06-02T01:16:23.000000Z,642.0,CADC0873|CADC0874|CADC0888,3,848,1.0,0.5983767509343882,247|459|1540
649,2022-06-02T01:07:11.000000Z,2022-06-02T01:09:27.000000Z,136.0,CADC0894,1,119,1.0,0.7669894377911023,1737
650,2022-06-02T01:08:12.000000Z,2022-06-02T01:13:25.000000Z,313.0,CADC0872|CADC0873|CADC0892,3,488,0.3982778635536078,0.3807665208408412,16|460|842
651,2022-06-02T01:09:13.000000Z,2022-06-02T01:10:43.000000Z,90.0,CADC0888,1,3,0.5283333333333333,0.4430607674098816,1541
653,2022-06-02T01:11:53.000000Z,2022-06-02T01:12:53.000000Z,60.0,CADC0888|CADC0892,2,10,0.4888333333333333,0.36488809523809523,843|1541
654,2022-06-02T01:12:18.000000Z,2022-06-02T01:16:19.000000Z,241.0,CADC0872|CADC0888,2,236,0.82,0.39572738100055593,17|1542
655,2022-06-02T01:13:27.000000Z,2022-06-02T01:17:10.000000Z,223.0,CADC0873,1,224,0.3724512454495211,0.37231451796345766,461
656,2022-06-02T01:15:12.000000Z,2022-06-02T01:17:02.000000Z,110.0,CADC0888|CADC0894,2,100,1.0,0.7207204241433977,1543|1738
657,2022-06-02T01:16:20.000000Z,2022-06-02T01:26:47.000000Z,627.0,CADC0872|CADC0873|CADC0874,3,1039,1.0,0.5478970160045927,18|248|462
658,2022-06-02T01:18:43.000000Z,2022-06-02T01:19:03.000000Z,20.0,CADC0888,1,3,0.5184523809523809,0.3871981846757951,1543
659,2022-06-02T01:19:28.000000Z,2022-06-02T01:23:16.000000Z,228.0,CADC0872|CADC0888,2,221,0.98,0.43415857987129675,19|1544
660,2022-06-02T01:20:49.000000Z,2022-06-02T01:24:10.000000Z,201.0,CADC0873|CADC0892,2,208,0.98,0.38739028865085073,463|846
661,2022-06-02T01:22:23.000000Z,2022-06-02T01:27:47.000000Z,324.0,CADC0872|CADC0888|CADC0894,3,406,1.0,0.548280951058698,20|1545|1739
662,2022-06-02T01:23:33.000000Z,2022-06-02T01:29:04.000000Z,331.0,CADC0873|CADC0892,2,294,1.0,0.4024374150680657,464|846
663,2022-06-02T01:26:38.000000Z,2022-06-02T01:37:16.000000Z,638.0,CADC0874|CADC0888,2,641,1.0,0.6841480952017288,249|1546
664,2022-06-02T01:27:49.000000Z,2022-06-02T01:32:30.000000Z,281.0,CADC0872|CADC0892,2,282,1.0,0.4072347061423423,21|848
665,2022-06-02T01:29:09.000000Z,2022-06-02T01:33:06.000000Z,237.0,CADC0873|CADC0888,2,240,1.0,0.41142383241437447,465|1547
666,2022-06-02T01:30:44.000000Z,2022-06-02T01:30:55.000000Z,11.0,CADC0892|CADC0894,2,3,0.33,0.32,848|1740
667,2022-06-02T01:31:57.000000Z,2022-06-02T01:35:35.000000Z,218.0,CADC0872|CADC0888|CADC0892|CADC0894,4,200,1.0,0.4338265458437882,22|849|1547|1740
668,2022-06-02T01:33:11.000000Z,2022-06-02T01:36:38.000000Z,207.0,CADC0873|CADC0888,2,206,1.0,0.4063255121149309,466|1548
669,2022-06-02T01:34:55.000000Z,2022-06-02T01:39:39.000000Z,284.0,CADC0872|CADC0888|CADC0892,3,208,0.4289999999999999,0.38422311747184207,23|849|1548
670,2022-06-02T01:36:11.000000Z,2022-06-02T01:40:29.000000Z,258.0,CADC0873|CADC0892|CADC0894,3,238,1.0,0.44271531763786903,467|850|1741
671,2022-06-02T01:37:21.000000Z,2022-06-02T01:45:33.000000Z,492.0,CADC0874|CADC0888|CADC0894,3,522,1.0,0.6580651327740578,250|1549|1741
672,2022-06-02T01:39:35.000000Z,2022-06-02T01:43:55.000000Z,260.0,CADC0872|CADC0873|CADC0892,3,409,1.0,0.41586099823209605,24|468|851
674,2022-06-02T01:40:48.000000Z,2022-06-02T01:43:58.000000Z,190.0,CADC0888,1,18,0.956,0.5929160570198229,1550
675,2022-06-02T01:41:52.000000Z,2022-06-02T01:42:38.000000Z,46.0,CADC0892,1,5,0.7557539682539681,0.43911746031746024,851
676,2022-06-02T01:42:41.000000Z,2022-06-02T01:48:49.000000Z,368.0,CADC0872|CADC0892|CADC0894,3,624,1.0,0.6671834106976703,25|852|1742
677,2022-06-02T01:43:56.000000Z,2022-06-02T01:47:25.000000Z,209.0,CADC0873|CADC0888,2,201,0.77,0.37479890732918403,469|1551
678,2022-06-02T01:45:34.000000Z,2022-06-02T01:53:27.000000Z,473.0,CADC0872|CADC0874|CADC0892,3,662,0.97,0.5593570691481167,26|251|853
679,2022-06-02T01:46:38.000000Z,2022-06-02T01:50:50.000000Z,252.0,CADC0873|CADC0888,2,197,0.5084761904761904,0.3679852063228039,470|1551
680,2022-06-02T01:48:03.000000Z,2022-06-02T01:49:23.000000Z,80.0,CADC0888|CADC0892,2,7,0.7341666666666665,0.4629457452434706,853|1552
681,2022-06-02T01:49:24.000000Z,2022-06-02T01:53:25.000000Z,241.0,CADC0872|CADC0888|CADC0892,3,318,1.0,0.5504361420012295,27|854|1552
682,2022-06-02T01:51:00.000000Z,2022-06-02T01:56:01.000000Z,301.0,CADC0873|CADC0888|CADC0894,3,385,1.0,0.5526524148881279,471|1553|1743
683,2022-06-02T01:52:29.000000Z,2022-06-02T01:56:28.000000Z,239.0,CADC0872|CADC0892,2,181,0.4256190476190477,0.39096075813321685,28|855
684,2022-06-02T01:53:33.000000Z,2022-06-02T02:02:41.000000Z,548.0,CADC0873|CADC0874|CADC0888,3,747,1.0,0.5695704705053077,252|472|1554
685,2022-06-02T01:55:46.000000Z,2022-06-02T02:00:16.000000Z,270.0,CADC0872|CADC0888|CADC0892,3,257,1.0,0.5143115452469129,29|856|1554
686,2022-06-02T01:57:18.000000Z,2022-06-02T02:01:19.000000Z,241.0,CADC0873|CADC0888,2,240,1.0,0.4726091404982249,473|1555
687,2022-06-02T01:59:03.000000Z,2022-06-02T02:03:28.000000Z,265.0,CADC0888|CADC0892|CADC0894,3,98,0.94,0.5308380417141932,857|1556|1744
688,2022-06-02T02:00:21.000000Z,2022-06-02T02:03:34.000000Z,193.0,CADC0872|CADC0892,2,174,0.9219487511293666,0.42301669906539807,30|857
689,2022-06-02T02:01:26.000000Z,2022-06-02T02:04:21.000000Z,175.0,CADC0873|CADC0892,2,178,1.0,0.44070933196529133,474|858
